log_id,interaction_id,latency_ms,accuracy_score,sentiment,error_type,severity_level,flagged
L-8743,I-8743,626,0.9,Positive,Rate Limit,Low,Yes
L-8744,I-8744,926,0.98,Positive,Timeout,Critical,No
L-8745,I-8745,188,0.95,Positive,Server Error,Low,Yes
L-8746,I-8746,505,0.92,Neutral,Validation Error,Medium,No
L-8747,I-8747,369,0.85,Neutral,Validation Error,Critical,No
L-8748,I-8748,161,0.95,Neutral,None,Low,No
L-8749,I-8749,653,0.8,Positive,Rate Limit,High,No
L-8750,I-8750,612,0.98,Positive,None,High,No
L-8751,I-8751,140,0.95,Neutral,None,Low,No
L-8752,I-8752,576,0.8,Positive,Rate Limit,Medium,No
L-8753,I-8753,363,0.8,Positive,Server Error,Critical,No
L-8754,I-8754,54,0.85,Positive,None,High,No
L-8755,I-8755,478,0.8,Positive,Connection Error,High,Yes
L-8756,I-8756,561,0.92,Positive,Validation Error,Medium,No
L-8757,I-8757,338,0.98,Positive,Timeout,High,No
L-8758,I-8758,386,0.8,Positive,Validation Error,Low,No
L-8759,I-8759,308,0.95,Negative,Timeout,High,No
L-8760,I-8760,52,0.85,Neutral,Timeout,High,No
L-8761,I-8761,918,0.92,Neutral,Server Error,High,Yes
L-8762,I-8762,749,0.85,Neutral,Rate Limit,Low,Yes
L-8763,I-8763,86,0.92,Positive,Token Limit Exceeded,Low,No
L-8764,I-8764,136,0.95,Positive,API Error,Low,Yes
L-8765,I-8765,251,0.98,Positive,None,Low,No
L-8766,I-8766,151,0.92,Negative,Token Limit Exceeded,Medium,No
L-8767,I-8767,361,0.8,Neutral,Timeout,Medium,No
L-8768,I-8768,830,0.85,Positive,Rate Limit,Critical,No
L-8769,I-8769,92,0.92,Negative,Token Limit Exceeded,Critical,No
L-8770,I-8770,129,0.95,Positive,Server Error,Low,No
L-8771,I-8771,283,0.85,Positive,Validation Error,Critical,No
L-8772,I-8772,195,0.85,Positive,Token Limit Exceeded,Low,Yes
L-8773,I-8773,590,0.98,Neutral,Server Error,High,No
L-8774,I-8774,377,0.95,Positive,Token Limit Exceeded,Low,No
L-8775,I-8775,97,0.95,Neutral,Timeout,Critical,No
L-8776,I-8776,485,0.85,Negative,Connection Error,High,No
L-8777,I-8777,592,0.85,Positive,Rate Limit,Medium,No
L-8778,I-8778,148,0.8,Negative,None,Critical,No
L-8779,I-8779,124,0.85,Negative,None,High,No
L-8780,I-8780,113,0.85,Positive,Connection Error,Low,No
L-8781,I-8781,593,0.9,Positive,Validation Error,Medium,No
L-8782,I-8782,672,0.92,Neutral,Validation Error,Low,No
L-8783,I-8783,335,0.92,Positive,Rate Limit,Critical,No
L-8784,I-8784,72,0.85,Negative,None,Medium,No
L-8785,I-8785,255,0.85,Neutral,None,Medium,No
L-8786,I-8786,466,0.85,Positive,Timeout,Low,No
L-8787,I-8787,496,0.98,Positive,Timeout,Low,No
L-8788,I-8788,212,0.9,Neutral,API Error,Medium,No
L-8789,I-8789,181,0.98,Neutral,Validation Error,Low,No
L-8790,I-8790,548,0.9,Positive,Timeout,Low,No
L-8791,I-8791,101,0.92,Positive,None,Low,No
L-8792,I-8792,290,0.8,Positive,Server Error,High,No
L-8793,I-8793,636,0.8,Positive,Validation Error,High,No
L-8794,I-8794,488,0.85,Positive,Timeout,High,No
L-8795,I-8795,291,0.98,Neutral,None,Critical,No
L-8796,I-8796,205,0.92,Positive,API Error,Low,No
L-8797,I-8797,142,0.8,Positive,Rate Limit,Low,No
L-8798,I-8798,569,0.8,Positive,None,Low,No
L-8799,I-8799,204,0.92,Negative,Server Error,Low,No
L-8800,I-8800,71,0.85,Neutral,Connection Error,Critical,No
L-8801,I-8801,432,0.92,Negative,Timeout,Low,Yes
L-8802,I-8802,149,0.85,Positive,Token Limit Exceeded,Medium,No
L-8803,I-8803,106,0.9,Negative,Server Error,Medium,No
L-8804,I-8804,354,0.85,Positive,Server Error,Critical,No
L-8805,I-8805,165,0.85,Neutral,API Error,Low,No
L-8806,I-8806,563,0.92,Neutral,Server Error,Medium,No
L-8807,I-8807,344,0.85,Neutral,API Error,High,No
L-8808,I-8808,251,0.92,Positive,Validation Error,Critical,No
L-8809,I-8809,83,0.98,Negative,Server Error,Medium,No
L-8810,I-8810,279,0.8,Neutral,API Error,Low,No
L-8811,I-8811,77,0.8,Negative,API Error,Low,No
L-8812,I-8812,330,0.9,Positive,None,Low,No
L-8813,I-8813,544,0.9,Negative,Server Error,Critical,Yes
L-8814,I-8814,467,0.9,Neutral,Timeout,Critical,No
L-8815,I-8815,736,0.85,Negative,Server Error,High,Yes
L-8816,I-8816,575,0.92,Positive,Connection Error,High,No
L-8817,I-8817,153,0.95,Neutral,Rate Limit,High,Yes
L-8818,I-8818,310,0.92,Neutral,Timeout,Medium,Yes
L-8819,I-8819,611,0.9,Negative,Timeout,Low,No
L-8820,I-8820,449,0.95,Positive,None,Critical,No
L-8821,I-8821,52,0.98,Neutral,None,Medium,No
L-8822,I-8822,676,0.95,Neutral,None,Low,No
L-8823,I-8823,660,0.98,Positive,Connection Error,Low,No
L-8824,I-8824,597,0.92,Neutral,None,Medium,No
L-8825,I-8825,130,0.85,Neutral,Connection Error,Medium,No
L-8826,I-8826,68,0.85,Negative,Rate Limit,High,No
L-8827,I-8827,760,0.98,Positive,API Error,High,Yes
L-8828,I-8828,196,0.98,Positive,Validation Error,Medium,No
L-8829,I-8829,330,0.9,Negative,None,High,No
L-8830,I-8830,403,0.92,Neutral,None,Low,No
L-8831,I-8831,159,0.8,Positive,Token Limit Exceeded,Low,No
L-8832,I-8832,663,0.95,Positive,Validation Error,Critical,No
L-8833,I-8833,302,0.95,Positive,Connection Error,Low,Yes
L-8834,I-8834,29,0.9,Positive,None,Low,Yes
L-8835,I-8835,218,0.9,Neutral,Token Limit Exceeded,Low,Yes
L-8836,I-8836,33,0.95,Neutral,Token Limit Exceeded,Low,No
L-8837,I-8837,55,0.95,Positive,Token Limit Exceeded,Low,No
L-8838,I-8838,780,0.8,Negative,Validation Error,Low,No
L-8839,I-8839,721,0.9,Positive,Validation Error,Low,No
L-8840,I-8840,55,0.98,Positive,Timeout,Medium,No
L-8841,I-8841,237,0.9,Positive,Server Error,Low,No
L-8842,I-8842,487,0.98,Positive,Token Limit Exceeded,High,No
L-8843,I-8843,326,0.85,Positive,Timeout,Medium,Yes
L-8844,I-8844,478,0.92,Positive,Timeout,Low,No
L-8845,I-8845,170,0.85,Positive,Rate Limit,Medium,Yes
L-8846,I-8846,457,0.85,Positive,Server Error,Critical,Yes
L-8847,I-8847,316,0.9,Positive,Timeout,Medium,No
L-8848,I-8848,568,0.8,Positive,Connection Error,High,No
L-8849,I-8849,214,0.8,Neutral,Rate Limit,High,No
L-8850,I-8850,46,0.9,Neutral,Timeout,Medium,No
L-8851,I-8851,227,0.92,Positive,Server Error,High,No
L-8852,I-8852,278,0.9,Negative,Server Error,Low,No
L-8853,I-8853,104,0.85,Positive,None,Medium,No
L-8854,I-8854,592,0.92,Positive,API Error,Low,No
L-8855,I-8855,411,0.85,Positive,Server Error,Low,No
L-8856,I-8856,658,0.85,Positive,None,Medium,No
L-8857,I-8857,30,0.85,Neutral,Connection Error,Medium,No
L-8858,I-8858,633,0.85,Positive,None,Medium,No
L-8859,I-8859,564,0.8,Negative,Rate Limit,Medium,No
L-8860,I-8860,349,0.85,Positive,Validation Error,Low,No
L-8861,I-8861,78,0.85,Neutral,Token Limit Exceeded,Low,No
L-8862,I-8862,498,0.9,Positive,Connection Error,Medium,No
L-8863,I-8863,258,0.9,Neutral,Rate Limit,Medium,No
L-8864,I-8864,171,0.9,Negative,None,Critical,No
L-8865,I-8865,99,0.8,Positive,None,Low,Yes
L-8866,I-8866,208,0.8,Positive,Timeout,Medium,Yes
L-8867,I-8867,245,0.95,Neutral,Validation Error,Critical,No
L-8868,I-8868,571,0.92,Positive,Rate Limit,Low,No
L-8869,I-8869,266,0.98,Positive,None,Medium,Yes
L-8870,I-8870,255,0.92,Positive,Validation Error,Low,Yes
L-8871,I-8871,603,0.9,Neutral,None,High,No
L-8872,I-8872,192,0.92,Positive,None,Medium,No
L-8873,I-8873,784,0.92,Positive,None,Low,No
L-8874,I-8874,798,0.8,Neutral,Connection Error,Critical,No
L-8875,I-8875,88,0.95,Negative,Rate Limit,Medium,No
L-8876,I-8876,181,0.98,Negative,API Error,Low,Yes
L-8877,I-8877,577,0.85,Neutral,Rate Limit,High,Yes
L-8878,I-8878,383,0.9,Positive,None,High,No
L-8879,I-8879,39,0.92,Positive,Timeout,Medium,No
L-8880,I-8880,57,0.85,Positive,None,Low,No
L-8881,I-8881,619,0.85,Positive,API Error,Low,No
L-8882,I-8882,368,0.95,Positive,Server Error,Low,Yes
L-8883,I-8883,119,0.8,Positive,Token Limit Exceeded,Medium,No
L-8884,I-8884,883,0.9,Neutral,None,Low,No
L-8885,I-8885,832,0.85,Positive,Timeout,High,No
L-8886,I-8886,212,0.9,Positive,Connection Error,Medium,No
L-8887,I-8887,117,0.92,Positive,Connection Error,Low,No
L-8888,I-8888,641,0.85,Positive,API Error,Low,No
L-8889,I-8889,71,0.85,Positive,Connection Error,Critical,No
L-8890,I-8890,162,0.8,Neutral,Token Limit Exceeded,Critical,Yes
L-8891,I-8891,98,0.92,Negative,Token Limit Exceeded,Medium,No
L-8892,I-8892,950,0.9,Positive,Connection Error,Critical,No
L-8893,I-8893,135,0.98,Neutral,Server Error,Low,Yes
L-8894,I-8894,195,0.9,Positive,Connection Error,High,No
L-8895,I-8895,308,0.95,Neutral,None,Medium,No
L-8896,I-8896,504,0.85,Positive,Connection Error,Low,No
L-8897,I-8897,372,0.8,Positive,Connection Error,High,Yes
L-8898,I-8898,52,0.9,Positive,Connection Error,Critical,No
L-8899,I-8899,299,0.85,Positive,None,Medium,No
L-8900,I-8900,121,0.95,Positive,None,Low,No
L-8901,I-8901,317,0.9,Positive,Validation Error,Low,Yes
L-8902,I-8902,229,0.95,Positive,None,Low,Yes
L-8903,I-8903,542,0.8,Negative,None,High,No
L-8904,I-8904,490,0.95,Positive,Token Limit Exceeded,Low,No
L-8905,I-8905,605,0.85,Negative,API Error,Medium,No
L-8906,I-8906,253,0.85,Neutral,Server Error,Critical,No
L-8907,I-8907,165,0.9,Positive,None,Low,No
L-8908,I-8908,175,0.8,Positive,None,Low,Yes
L-8909,I-8909,209,0.8,Positive,Token Limit Exceeded,Medium,No
L-8910,I-8910,413,0.85,Positive,Connection Error,Medium,No
L-8911,I-8911,156,0.98,Positive,Server Error,Medium,No
L-8912,I-8912,54,0.92,Positive,Rate Limit,Low,No
L-8913,I-8913,531,0.98,Positive,API Error,Medium,No
L-8914,I-8914,281,0.8,Positive,Timeout,High,Yes
L-8915,I-8915,216,0.98,Positive,None,Critical,No
L-8916,I-8916,717,0.85,Neutral,None,Low,No
L-8917,I-8917,93,0.9,Neutral,Rate Limit,High,No
L-8918,I-8918,519,0.8,Neutral,None,Medium,No
L-8919,I-8919,545,0.9,Neutral,None,Medium,Yes
L-8920,I-8920,369,0.85,Neutral,None,High,No
L-8921,I-8921,425,0.85,Neutral,API Error,High,No
L-8922,I-8922,205,0.85,Neutral,Timeout,Medium,No
L-8923,I-8923,116,0.92,Positive,None,High,No
L-8924,I-8924,365,0.85,Neutral,Rate Limit,Critical,No
L-8925,I-8925,794,0.8,Positive,None,High,No
L-8926,I-8926,164,0.98,Positive,Connection Error,High,No
L-8927,I-8927,51,0.9,Positive,None,High,No
L-8928,I-8928,47,0.98,Neutral,None,Low,No
L-8929,I-8929,44,0.92,Positive,Server Error,Critical,No
L-8930,I-8930,237,0.95,Positive,Token Limit Exceeded,Medium,No
L-8931,I-8931,465,0.98,Positive,None,Low,No
L-8932,I-8932,208,0.95,Positive,None,Low,No
L-8933,I-8933,179,0.92,Positive,Server Error,Low,No
L-8934,I-8934,214,0.95,Neutral,None,Critical,No
L-8935,I-8935,231,0.98,Positive,Validation Error,Medium,No
L-8936,I-8936,130,0.98,Neutral,API Error,Low,Yes
L-8937,I-8937,422,0.92,Neutral,None,High,No
L-8938,I-8938,374,0.98,Positive,None,Critical,No
L-8939,I-8939,443,0.92,Positive,Server Error,Medium,No
L-8940,I-8940,379,0.92,Positive,None,High,No
L-8941,I-8941,181,0.9,Neutral,Server Error,Critical,Yes
L-8942,I-8942,392,0.8,Positive,None,Medium,No
L-8943,I-8943,183,0.8,Positive,Timeout,Medium,No
L-8944,I-8944,224,0.95,Positive,Token Limit Exceeded,Critical,No
L-8945,I-8945,475,0.85,Neutral,Validation Error,Medium,No
L-8946,I-8946,314,0.85,Positive,Validation Error,Medium,No
L-8947,I-8947,363,0.9,Neutral,API Error,High,No
L-8948,I-8948,184,0.92,Positive,None,Low,No
L-8949,I-8949,43,0.8,Positive,Timeout,High,No
L-8950,I-8950,164,0.98,Positive,None,Medium,No
L-8951,I-8951,457,0.92,Positive,Validation Error,Medium,Yes
L-8952,I-8952,241,0.8,Negative,Server Error,Medium,No
L-8953,I-8953,531,0.92,Neutral,None,High,No
L-8954,I-8954,567,0.9,Positive,Connection Error,Low,No
L-8955,I-8955,348,0.98,Neutral,Token Limit Exceeded,Low,No
L-8956,I-8956,868,0.98,Negative,Server Error,High,No
L-8957,I-8957,566,0.8,Neutral,Rate Limit,High,No
L-8958,I-8958,392,0.9,Negative,None,Low,No
L-8959,I-8959,433,0.92,Neutral,None,High,No
L-8960,I-8960,48,0.95,Positive,Rate Limit,Medium,No
L-8961,I-8961,816,0.85,Neutral,Rate Limit,Low,No
L-8962,I-8962,119,0.8,Neutral,None,Low,No
L-8963,I-8963,327,0.95,Neutral,None,Low,No
L-8964,I-8964,500,0.85,Positive,Rate Limit,Critical,No
L-8965,I-8965,32,0.98,Neutral,None,High,No
L-8966,I-8966,606,0.8,Neutral,None,High,No
L-8967,I-8967,686,0.8,Positive,Connection Error,Low,Yes
L-8968,I-8968,203,0.8,Positive,Server Error,Low,No
L-8969,I-8969,411,0.85,Positive,Timeout,Low,No
L-8970,I-8970,235,0.85,Positive,None,Low,No
L-8971,I-8971,684,0.95,Negative,Validation Error,High,No
L-8972,I-8972,389,0.92,Neutral,None,High,No
L-8973,I-8973,762,0.8,Positive,Server Error,Medium,No
L-8974,I-8974,687,0.8,Positive,None,Low,Yes
L-8975,I-8975,156,0.85,Positive,Server Error,Low,No
L-8976,I-8976,55,0.92,Neutral,Token Limit Exceeded,Low,Yes
L-8977,I-8977,224,0.8,Negative,None,Low,No
L-8978,I-8978,22,0.8,Negative,Validation Error,High,No
L-8979,I-8979,195,0.9,Positive,Server Error,Low,No
L-8980,I-8980,240,0.92,Positive,Server Error,High,Yes
L-8981,I-8981,310,0.95,Positive,Timeout,High,No
L-8982,I-8982,38,0.92,Positive,None,Low,No
L-8983,I-8983,415,0.98,Positive,Rate Limit,High,No
L-8984,I-8984,150,0.92,Positive,Rate Limit,High,No
L-8985,I-8985,955,0.8,Negative,None,Low,No
L-8986,I-8986,764,0.95,Neutral,None,High,No
L-8987,I-8987,182,0.92,Neutral,Timeout,Medium,No
L-8988,I-8988,93,0.85,Neutral,None,High,No
L-8989,I-8989,310,0.95,Positive,Connection Error,High,No
L-8990,I-8990,304,0.8,Neutral,API Error,Medium,No
L-8991,I-8991,117,0.8,Neutral,API Error,Low,No
L-8992,I-8992,307,0.85,Positive,Server Error,Critical,No
L-8993,I-8993,75,0.92,Positive,Rate Limit,Low,Yes
L-8994,I-8994,827,0.85,Positive,None,Critical,Yes
L-8995,I-8995,133,0.9,Positive,API Error,Medium,No
L-8996,I-8996,76,0.85,Negative,None,Critical,No
L-8997,I-8997,46,0.8,Positive,Server Error,High,No
L-8998,I-8998,190,0.8,Negative,None,Medium,No
L-8999,I-8999,273,0.8,Positive,Connection Error,Critical,Yes
L-9000,I-9000,498,0.9,Positive,None,High,No
L-9001,I-9001,56,0.9,Negative,Token Limit Exceeded,Low,No
L-9002,I-9002,179,0.98,Neutral,Connection Error,Low,No
L-9003,I-9003,262,0.8,Neutral,Token Limit Exceeded,Low,No
L-9004,I-9004,272,0.8,Neutral,None,Critical,No
L-9005,I-9005,520,0.9,Positive,None,Low,No
L-9006,I-9006,330,0.92,Neutral,Connection Error,Medium,No
L-9007,I-9007,35,0.85,Positive,None,Low,Yes
L-9008,I-9008,253,0.92,Positive,Token Limit Exceeded,Low,No
L-9009,I-9009,237,0.92,Neutral,Token Limit Exceeded,Critical,No
L-9010,I-9010,141,0.85,Neutral,Server Error,Medium,No
L-9011,I-9011,429,0.8,Negative,None,Low,No
L-9012,I-9012,746,0.9,Neutral,Token Limit Exceeded,Low,No
L-9013,I-9013,141,0.98,Neutral,Connection Error,Medium,No
L-9014,I-9014,768,0.95,Neutral,Timeout,Low,No
L-9015,I-9015,433,0.9,Positive,API Error,High,Yes
L-9016,I-9016,172,0.98,Negative,Validation Error,Low,No
L-9017,I-9017,206,0.9,Neutral,Server Error,Low,No
L-9018,I-9018,180,0.92,Positive,Validation Error,Critical,No
L-9019,I-9019,375,0.92,Neutral,Timeout,Low,No
L-9020,I-9020,289,0.95,Neutral,None,High,No
L-9021,I-9021,95,0.8,Positive,Connection Error,High,Yes
L-9022,I-9022,320,0.98,Neutral,None,Low,No
L-9023,I-9023,186,0.92,Negative,None,Low,Yes
L-9024,I-9024,225,0.98,Positive,Timeout,Low,No
L-9025,I-9025,205,0.8,Positive,Timeout,High,No
L-9026,I-9026,81,0.92,Neutral,Server Error,Medium,No
L-9027,I-9027,175,0.8,Negative,Rate Limit,High,No
L-9028,I-9028,207,0.95,Positive,API Error,Medium,No
L-9029,I-9029,516,0.85,Positive,Token Limit Exceeded,Low,No
L-9030,I-9030,354,0.92,Negative,None,High,No
L-9031,I-9031,450,0.8,Positive,Rate Limit,Low,No
L-9032,I-9032,128,0.8,Positive,Server Error,High,No
L-9033,I-9033,49,0.9,Neutral,Connection Error,High,No
L-9034,I-9034,88,0.98,Positive,Timeout,Low,No
L-9035,I-9035,156,0.95,Positive,API Error,High,No
L-9036,I-9036,486,0.85,Negative,Connection Error,Medium,No
L-9037,I-9037,477,0.9,Positive,Token Limit Exceeded,Critical,Yes
L-9038,I-9038,285,0.98,Negative,None,Low,No
L-9039,I-9039,155,0.92,Positive,Connection Error,Low,No
L-9040,I-9040,317,0.8,Neutral,Token Limit Exceeded,Low,No
L-9041,I-9041,408,0.8,Neutral,Server Error,Low,Yes
L-9042,I-9042,448,0.8,Neutral,None,Low,No
L-9043,I-9043,148,0.8,Negative,API Error,High,Yes
L-9044,I-9044,539,0.92,Positive,Connection Error,Low,No
L-9045,I-9045,256,0.9,Neutral,Rate Limit,High,No
L-9046,I-9046,162,0.8,Positive,None,Low,No
L-9047,I-9047,320,0.9,Positive,Server Error,High,No
L-9048,I-9048,229,0.85,Neutral,Timeout,Low,No
L-9049,I-9049,12,0.92,Negative,Timeout,Medium,No
L-9050,I-9050,397,0.92,Positive,Rate Limit,Critical,Yes
L-9051,I-9051,806,0.8,Neutral,Server Error,Medium,No
L-9052,I-9052,244,0.8,Positive,Connection Error,Medium,No
L-9053,I-9053,360,0.85,Neutral,Connection Error,High,No
L-9054,I-9054,126,0.92,Positive,Timeout,Low,No
L-9055,I-9055,115,0.92,Negative,Validation Error,Low,No
L-9056,I-9056,957,0.9,Neutral,Server Error,Critical,No
L-9057,I-9057,192,0.85,Positive,None,Low,No
L-9058,I-9058,455,0.9,Neutral,Validation Error,Low,No
L-9059,I-9059,605,0.98,Positive,None,Medium,No
L-9060,I-9060,703,0.8,Negative,Server Error,Medium,No
L-9061,I-9061,97,0.85,Neutral,Connection Error,Low,No
L-9062,I-9062,54,0.92,Positive,Server Error,Medium,No
L-9063,I-9063,210,0.92,Positive,Token Limit Exceeded,Low,No
L-9064,I-9064,456,0.9,Neutral,Validation Error,Low,Yes
L-9065,I-9065,106,0.92,Positive,Server Error,High,No
L-9066,I-9066,58,0.8,Positive,Connection Error,Medium,Yes
L-9067,I-9067,157,0.85,Neutral,Connection Error,Low,No
L-9068,I-9068,257,0.8,Neutral,None,Low,No
L-9069,I-9069,199,0.92,Positive,Timeout,Critical,No
L-9070,I-9070,535,0.92,Neutral,Timeout,Low,No
L-9071,I-9071,332,0.9,Positive,API Error,Medium,No
L-9072,I-9072,339,0.98,Positive,Rate Limit,Critical,No
L-9073,I-9073,97,0.92,Neutral,Timeout,Medium,No
L-9074,I-9074,160,0.9,Positive,Connection Error,High,No
L-9075,I-9075,508,0.95,Positive,None,Medium,No
L-9076,I-9076,74,0.92,Positive,Timeout,High,No
L-9077,I-9077,396,0.85,Neutral,Server Error,High,No
L-9078,I-9078,857,0.98,Positive,Server Error,Medium,No
L-9079,I-9079,220,0.92,Positive,None,Low,Yes
L-9080,I-9080,60,0.85,Positive,Token Limit Exceeded,Critical,No
L-9081,I-9081,127,0.98,Neutral,Connection Error,High,No
L-9082,I-9082,297,0.9,Positive,None,Critical,No
L-9083,I-9083,442,0.9,Negative,Rate Limit,Critical,No
L-9084,I-9084,183,0.8,Positive,Timeout,Low,No
L-9085,I-9085,203,0.9,Positive,None,Medium,No
L-9086,I-9086,424,0.8,Negative,None,Low,No
L-9087,I-9087,369,0.9,Positive,None,Low,No
L-9088,I-9088,205,0.8,Positive,None,Medium,No
L-9089,I-9089,382,0.8,Neutral,Validation Error,Low,No
L-9090,I-9090,512,0.92,Positive,None,Medium,Yes
L-9091,I-9091,932,0.85,Neutral,Server Error,Low,No
L-9092,I-9092,475,0.95,Positive,Connection Error,Medium,Yes
L-9093,I-9093,169,0.95,Positive,Connection Error,Medium,No
L-9094,I-9094,874,0.92,Negative,Token Limit Exceeded,Medium,No
L-9095,I-9095,506,0.85,Neutral,API Error,Critical,No
L-9096,I-9096,71,0.9,Neutral,Validation Error,Low,No
L-9097,I-9097,78,0.9,Positive,None,High,No
L-9098,I-9098,100,0.98,Positive,Server Error,Medium,Yes
L-9099,I-9099,674,0.8,Positive,API Error,Low,No
L-9100,I-9100,67,0.95,Neutral,Validation Error,Low,No
L-9101,I-9101,734,0.8,Neutral,None,Medium,No
L-9102,I-9102,132,0.92,Negative,Validation Error,Low,No
L-9103,I-9103,246,0.8,Positive,Token Limit Exceeded,Medium,No
L-9104,I-9104,652,0.92,Positive,None,Medium,No
L-9105,I-9105,283,0.8,Neutral,None,Low,No
L-9106,I-9106,439,0.85,Negative,None,Low,Yes
L-9107,I-9107,465,0.85,Negative,API Error,High,Yes
L-9108,I-9108,294,0.8,Positive,None,Low,No
L-9109,I-9109,112,0.8,Neutral,Server Error,Low,No
L-9110,I-9110,262,0.98,Positive,None,Medium,No
L-9111,I-9111,291,0.92,Positive,Timeout,High,No
L-9112,I-9112,478,0.9,Neutral,None,High,Yes
L-9113,I-9113,114,0.92,Neutral,Server Error,High,No
L-9114,I-9114,787,0.92,Neutral,Token Limit Exceeded,Critical,No
L-9115,I-9115,817,0.8,Neutral,API Error,High,Yes
L-9116,I-9116,493,0.8,Neutral,Server Error,Low,No
L-9117,I-9117,360,0.92,Neutral,Connection Error,High,No
L-9118,I-9118,177,0.8,Positive,Connection Error,Low,No
L-9119,I-9119,120,0.9,Positive,None,Critical,No
L-9120,I-9120,394,0.9,Negative,API Error,Medium,No
L-9121,I-9121,25,0.98,Neutral,None,High,Yes
L-9122,I-9122,408,0.98,Positive,Timeout,Low,No
L-9123,I-9123,133,0.85,Positive,None,Medium,No
L-9124,I-9124,188,0.8,Positive,Connection Error,Critical,No
L-9125,I-9125,222,0.9,Neutral,None,High,No
L-9126,I-9126,670,0.95,Positive,API Error,Low,No
L-9127,I-9127,179,0.9,Neutral,Rate Limit,Low,No
L-9128,I-9128,345,0.92,Negative,None,High,No
L-9129,I-9129,552,0.98,Neutral,Timeout,Low,No
L-9130,I-9130,570,0.9,Positive,Connection Error,High,No
L-9131,I-9131,220,0.9,Positive,Connection Error,Low,Yes
L-9132,I-9132,52,0.9,Positive,Connection Error,Low,No
L-9133,I-9133,73,0.85,Positive,Rate Limit,Critical,No
L-9134,I-9134,549,0.85,Positive,None,Medium,Yes
L-9135,I-9135,604,0.8,Neutral,None,High,No
L-9136,I-9136,609,0.95,Neutral,Connection Error,High,Yes
L-9137,I-9137,156,0.9,Positive,Validation Error,High,No
L-9138,I-9138,212,0.95,Neutral,None,Medium,Yes
L-9139,I-9139,32,0.92,Positive,Server Error,Medium,Yes
L-9140,I-9140,353,0.92,Positive,Token Limit Exceeded,Low,No
L-9141,I-9141,305,0.92,Negative,Connection Error,High,No
L-9142,I-9142,529,0.8,Positive,Validation Error,Medium,Yes
L-9143,I-9143,313,0.9,Negative,API Error,Medium,Yes
L-9144,I-9144,920,0.8,Positive,API Error,High,No
L-9145,I-9145,168,0.85,Neutral,Timeout,High,No
L-9146,I-9146,52,0.98,Positive,None,Low,No
L-9147,I-9147,828,0.85,Neutral,Connection Error,Low,No
L-9148,I-9148,153,0.8,Neutral,Validation Error,Low,No
L-9149,I-9149,319,0.9,Positive,Token Limit Exceeded,High,Yes
L-9150,I-9150,414,0.92,Positive,Token Limit Exceeded,High,Yes
L-9151,I-9151,426,0.85,Neutral,None,Medium,No
L-9152,I-9152,485,0.85,Neutral,Rate Limit,Medium,No
L-9153,I-9153,103,0.8,Positive,API Error,Low,No
L-9154,I-9154,119,0.98,Positive,None,Low,No
L-9155,I-9155,364,0.85,Negative,None,High,No
L-9156,I-9156,801,0.92,Neutral,None,Medium,No
L-9157,I-9157,195,0.9,Positive,Token Limit Exceeded,High,No
L-9158,I-9158,524,0.92,Neutral,None,Medium,No
L-9159,I-9159,332,0.85,Neutral,Server Error,Low,No
L-9160,I-9160,476,0.95,Positive,None,High,No
L-9161,I-9161,377,0.92,Positive,None,Low,No
L-9162,I-9162,740,0.92,Positive,Timeout,Medium,No
L-9163,I-9163,814,0.95,Positive,None,Critical,No
L-9164,I-9164,335,0.85,Neutral,Rate Limit,Critical,No
L-9165,I-9165,677,0.8,Positive,Rate Limit,High,No
L-9166,I-9166,358,0.92,Neutral,Token Limit Exceeded,High,No
L-9167,I-9167,74,0.92,Negative,None,High,No
L-9168,I-9168,60,0.98,Positive,Connection Error,Medium,No
L-9169,I-9169,474,0.95,Neutral,Server Error,Low,No
